weak,strong,sentence,Yes,No,answer
here,everywhere,Music is playing here.,Music is not playing everywhere.,Music is playing everywhere.,Yes
here,everywhere,Lights are flickering here.,Lights are not flickering everywhere.,Lights are flickering everywhere.,Yes
here,everywhere,A river flows here.,A river does not flow everywhere.,A river flows everywhere.,Yes
here,everywhere,Fish are swimming here.,Fish are not swimming everywhere.,Fish are swimming everywhere.,Yes
here,everywhere,Clouds are gathering here.,Clouds are not gathering everywhere.,Clouds are gathering everywhere.,Yes
here,everywhere,Snow is falling here.,Snow is not falling everywhere.,Snow is falling everywhere.,Yes
here,everywhere,Leaves are rustling here.,Leaves are not rustling everywhere.,Leaves are rustling everywhere.,Yes
here,everywhere,Birds are nesting here.,Birds are not nesting everywhere.,Birds are nesting everywhere.,Yes
here,everywhere,People are laughing here.,People are not laughing everywhere.,People are laughing everywhere.,Yes
here,everywhere,The fire is burning here.,The fire is not burning everywhere.,The fire is burning everywhere.,Yes
here,everywhere,The air is fresh here.,The air is not fresh everywhere.,The air is fresh everywhere.,Yes
here,everywhere,Workers are building here.,Workers are not building everywhere.,Workers are building everywhere.,Yes
here,everywhere,Someone is talking here.,Someone is not talking everywhere.,Someone is talking everywhere.,Yes
here,everywhere,A train passes here.,A train does not pass everywhere.,A train passes everywhere.,Yes
here,everywhere,Bees are buzzing here.,Bees are not buzzing everywhere.,Bees are buzzing everywhere.,Yes
here,everywhere,A cat is sleeping here.,A cat is not sleeping everywhere.,A cat is sleeping everywhere.,Yes
here,everywhere,A storm is forming here.,A storm is not forming everywhere.,A storm is forming everywhere.,Yes
here,everywhere,A deer is grazing here.,A deer is not grazing everywhere.,A deer is grazing everywhere.,Yes
here,everywhere,Someone is running here.,Someone is not running everywhere.,Someone is running everywhere.,Yes
here,everywhere,A plane flies here.,A plane does not fly everywhere.,A plane flies everywhere.,Yes
here,everywhere,A car honks here.,A car does not honk everywhere.,A car honks everywhere.,Yes
here,everywhere,A dog is wagging its tail here.,A dog is not wagging its tail everywhere.,A dog is wagging its tail everywhere.,Yes
here,everywhere,A horse gallops here.,A horse does not gallop everywhere.,A horse gallops everywhere.,Yes
here,everywhere,Boats are docking here.,Boats are not docking everywhere.,Boats are docking everywhere.,Yes
here,everywhere,Waves are crashing here.,Waves are not crashing everywhere.,Waves are crashing everywhere.,Yes
here,everywhere,Ducks are waddling here.,Ducks are not waddling everywhere.,Ducks are waddling everywhere.,Yes
here,everywhere,Someone is shouting here.,Someone is not shouting everywhere.,Someone is shouting everywhere.,Yes
here,everywhere,Kids are drawing here.,Kids are not drawing everywhere.,Kids are drawing everywhere.,Yes
here,everywhere,A bike is parked here.,A bike is not parked everywhere.,A bike is parked everywhere.,Yes
here,everywhere,A truck delivers goods here.,A truck does not deliver goods everywhere.,A truck delivers goods everywhere.,Yes
here,everywhere,Ice is melting here.,Ice is not melting everywhere.,Ice is melting everywhere.,Yes
here,everywhere,Fog is settling here.,Fog is not settling everywhere.,Fog is settling everywhere.,Yes
here,everywhere,A train stops here.,A train does not stop everywhere.,A train stops everywhere.,Yes
here,everywhere,Animals are roaming here.,Animals are not roaming everywhere.,Animals are roaming everywhere.,Yes
here,everywhere,A market operates here.,A market does not operate everywhere.,A market operates everywhere.,Yes
here,everywhere,A kite flies here.,A kite does not fly everywhere.,A kite flies everywhere.,Yes
here,everywhere,Butterflies flutter here.,Butterflies do not flutter everywhere.,Butterflies flutter everywhere.,Yes
here,everywhere,An artist paints here.,An artist does not paint everywhere.,An artist paints everywhere.,Yes
here,everywhere,Someone is waiting here.,Someone is not waiting everywhere.,Someone is waiting everywhere.,Yes
here,everywhere,An engine roars here.,An engine does not roar everywhere.,An engine roars everywhere.,Yes
here,everywhere,A ship sails here.,A ship does not sail everywhere.,A ship sails everywhere.,Yes
here,everywhere,A bird sings here.,A bird does not sing everywhere.,A bird sings everywhere.,Yes
here,everywhere,A tree sways here.,A tree does not sway everywhere.,A tree sways everywhere.,Yes
here,everywhere,A flag waves here.,A flag does not wave everywhere.,A flag waves everywhere.,Yes
here,everywhere,A gardener is planting here.,A gardener is not planting everywhere.,A gardener is planting everywhere.,Yes
here,everywhere,Flowers grow here.,Flowers do not grow everywhere.,Flowers grow everywhere.,Yes
here,everywhere,A photographer clicks here.,A photographer does not click everywhere.,A photographer clicks everywhere.,Yes
here,everywhere,A squirrel runs here.,A squirrel does not run everywhere.,A squirrel runs everywhere.,Yes
here,everywhere,Someone is studying here.,Someone is not studying everywhere.,Someone is studying everywhere.,Yes
here,everywhere,A team practices here.,A team does not practice everywhere.,A team practices everywhere.,Yes
here,everywhere,Clouds drift here.,Clouds do not drift everywhere.,Clouds drift everywhere.,Yes
here,everywhere,Shadows fall here.,Shadows do not fall everywhere.,Shadows fall everywhere.,Yes
here,everywhere,A rainbow appears here.,A rainbow does not appear everywhere.,A rainbow appears everywhere.,Yes
here,everywhere,The stars shine here.,The stars do not shine everywhere.,The stars shine everywhere.,Yes
here,everywhere,Someone rests here.,Someone does not rest everywhere.,Someone rests everywhere.,Yes
here,everywhere,A turtle crawls here.,A turtle does not crawl everywhere.,A turtle crawls everywhere.,Yes
here,everywhere,Cars race here.,Cars do not race everywhere.,Cars race everywhere.,Yes
here,everywhere,Cattle graze here.,Cattle do not graze everywhere.,Cattle graze everywhere.,Yes
here,everywhere,A factory operates here.,A factory does not operate everywhere.,A factory operates everywhere.,Yes
here,everywhere,A bus stops here.,A bus does not stop everywhere.,A bus stops everywhere.,Yes
here,everywhere,A road curves here.,A road does not curve everywhere.,A road curves everywhere.,Yes
here,everywhere,Someone is cleaning here.,Someone is not cleaning everywhere.,Someone is cleaning everywhere.,Yes
here,everywhere,A baby cries here.,A baby does not cry everywhere.,A baby cries everywhere.,Yes
here,everywhere,Laughter echoes here.,Laughter does not echo everywhere.,Laughter echoes everywhere.,Yes
here,everywhere,A radio plays here.,A radio does not play everywhere.,A radio plays everywhere.,Yes
here,everywhere,An event takes place here.,An event does not take place everywhere.,An event takes place everywhere.,Yes
here,everywhere,A flag is raised here.,A flag is not raised everywhere.,A flag is raised everywhere.,Yes
here,everywhere,A band performs here.,A band does not perform everywhere.,A band performs everywhere.,Yes
here,everywhere,A festival occurs here.,A festival does not occur everywhere.,A festival occurs everywhere.,Yes
here,everywhere,History happened here.,History did not happen everywhere.,History happened everywhere.,Yes
here,everywhere,A speech is given here.,A speech is not given everywhere.,A speech is given everywhere.,Yes
here,everywhere,An idea is born here.,An idea is not born everywhere.,An idea is born everywhere.,Yes
here,everywhere,Magic happens here.,Magic does not happen everywhere.,Magic happens everywhere.,Yes
here,everywhere,A lesson is taught here.,A lesson is not taught everywhere.,A lesson is taught everywhere.,Yes
here,everywhere,Wisdom is shared here.,Wisdom is not shared everywhere.,Wisdom is shared everywhere.,Yes
here,everywhere,A light glows here.,A light does not glow everywhere.,A light glows everywhere.,Yes
here,everywhere,Hope begins here.,Hope does not begin everywhere.,Hope begins everywhere.,Yes
here,everywhere,Dreams start here.,Dreams do not start everywhere.,Dreams start everywhere.,Yes
here,everywhere,A memory is made here.,A memory is not made everywhere.,A memory is made everywhere.,Yes
here,everywhere,A path begins here.,A path does not begin everywhere.,A path begins everywhere.,Yes
here,everywhere,A story unfolds here.,A story does not unfold everywhere.,A story unfolds everywhere.,Yes
here,everywhere,A family lives here.,A family does not live everywhere.,A family lives everywhere.,Yes
here,everywhere,A business thrives here.,A business does not thrive everywhere.,A business thrives everywhere.,Yes
here,everywhere,A friendship starts here.,A friendship does not start everywhere.,A friendship starts everywhere.,Yes
here,everywhere,A journey begins here.,A journey does not begin everywhere.,A journey begins everywhere.,Yes
here,everywhere,A fire is lit here.,A fire is not lit everywhere.,A fire is lit everywhere.,Yes
here,everywhere,Silence reigns here.,Silence does not reign everywhere.,Silence reigns everywhere.,Yes
here,everywhere,Peace exists here.,Peace does not exist everywhere.,Peace exists everywhere.,Yes
here,everywhere,Adventure awaits here.,Adventure does not await everywhere.,Adventure awaits everywhere.,Yes
here,everywhere,Love grows here.,Love does not grow everywhere.,Love grows everywhere.,Yes
hungry,starving,The boy is hungry.,The boy is not starving.,The boy is starving.,Yes
hungry,starving,The cat is hungry.,The cat is not starving.,The cat is starving.,Yes
hungry,starving,The dog is hungry.,The dog is not starving.,The dog is starving.,Yes
hungry,starving,The baby is hungry.,The baby is not starving.,The baby is starving.,Yes
hungry,starving,The bird is hungry.,The bird is not starving.,The bird is starving.,Yes
hungry,starving,The lion is hungry.,The lion is not starving.,The lion is starving.,Yes
hungry,starving,The tiger is hungry.,The tiger is not starving.,The tiger is starving.,Yes
hungry,starving,The child is hungry.,The child is not starving.,The child is starving.,Yes
hungry,starving,Everyone is hungry.,Everyone is not starving.,Everyone is starving.,Yes
hungry,starving,The bear is hungry.,The bear is not starving.,The bear is starving.,Yes
hungry,starving,The fox is hungry.,The fox is not starving.,The fox is starving.,Yes
hungry,starving,The rabbit is hungry.,The rabbit is not starving.,The rabbit is starving.,Yes
hungry,starving,John is hungry.,John is not starving.,John is starving.,Yes
hungry,starving,The cow is hungry.,The cow is not starving.,The cow is starving.,Yes
hungry,starving,The wolf is hungry.,The wolf is not starving.,The wolf is starving.,Yes
hungry,starving,The deer is hungry.,The deer is not starving.,The deer is starving.,Yes
hungry,starving,The goat is hungry.,The goat is not starving.,The goat is starving.,Yes
hungry,starving,The monkey is hungry.,The monkey is not starving.,The monkey is starving.,Yes
hungry,starving,My cat is hungry.,My cat is not starving.,My cat is starving.,Yes
hungry,starving,My brother is hungry.,My brother is not starving.,My brother is starving.,Yes
hungry,starving,Sarah is hungry.,Sarah is not starving.,Sarah is starving.,Yes
hungry,starving,The actor is hungry.,The actor is not starving.,The actor is starving.,Yes
hungry,starving,The athlete is hungry.,The athlete is not starving.,The athlete is starving.,Yes
hungry,starving,The worker is hungry.,The worker is not starving.,The worker is starving.,Yes
hungry,starving,The explorer is hungry.,The explorer is not starving.,The explorer is starving.,Yes
hungry,starving,The traveler is hungry.,The traveler is not starving.,The traveler is starving.,Yes
hungry,starving,The soldier is hungry.,The soldier is not starving.,The soldier is starving.,Yes
hungry,starving,The driver is hungry.,The driver is not starving.,The driver is starving.,Yes
hungry,starving,The hunter is hungry.,The hunter is not starving.,The hunter is starving.,Yes
hungry,starving,The fisherman is hungry.,The fisherman is not starving.,The fisherman is starving.,Yes
hungry,starving,The beggar is hungry.,The beggar is not starving.,The beggar is starving.,Yes
hungry,starving,The painter is hungry.,The painter is not starving.,The painter is starving.,Yes
hungry,starving,The dancer is hungry.,The dancer is not starving.,The dancer is starving.,Yes
hungry,starving,The singer is hungry.,The singer is not starving.,The singer is starving.,Yes
hungry,starving,The writer is hungry.,The writer is not starving.,The writer is starving.,Yes
hungry,starving,The poet is hungry.,The poet is not starving.,The poet is starving.,Yes
hungry,starving,The gardener is hungry.,The gardener is not starving.,The gardener is starving.,Yes
hungry,starving,The teacher is hungry.,The teacher is not starving.,The teacher is starving.,Yes
